SaleID,CustomerID,ProductID,Quantity,SaleDate,TotalAmount,SellerID
7014,2013,2097,2,2024-03-08,424,3084
7015,1477,2038,1,2024-08-13,628,3019
7016,2559,2063,1,2024-06-18,744,3075
7017,1845,2075,2,2024-03-26,1636,3030
7018,1585,2011,2,2024-05-12,998,3054
7019,2112,2048,4,2024-07-10,4328,3090
7020,1615,2026,3,2024-06-26,1497,3015
7021,1606,2067,1,2024-08-21,1038,3030
7022,1961,2025,1,2024-03-27,203,3029
7023,2852,2081,3,2024-01-15,3300,3032
7024,1778,2061,3,2024-08-10,4314,3030
7025,2277,2086,1,2024-05-02,379,3016
7026,1358,2093,2,2024-07-19,1742,3036
7027,2082,2026,2,2024-04-16,2972,3082
7028,2967,2034,3,2024-06-29,417,3048
7029,2423,2090,1,2024-06-01,877,3028
7030,1521,2009,3,2024-03-29,1884,3062
7031,1525,2040,2,2024-05-04,776,3083
7032,2943,2075,4,2024-04-22,4600,3056
7033,2441,2007,4,2024-07-31,7548,3056
7034,1393,2030,2,2024-05-16,2408,3075
7035,2667,2066,3,2024-08-27,399,3017
7036,2246,2030,4,2024-06-14,5616,3062
7037,2353,2068,2,2024-05-29,2286,3021
7038,2396,2058,1,2024-04-16,139,3037
7039,2535,2055,3,2024-03-27,5808,3034
7040,1153,2014,3,2024-06-25,3429,3097
7041,1893,2077,4,2024-03-08,4788,3029
7042,2903,2089,3,2024-08-08,576,3068
7043,1984,2077,4,2024-01-15,7548,3096
7044,1480,2077,4,2024-03-05,5164,3060
7045,1583,2037,2,2024-02-23,1662,3011
7046,2956,2044,4,2024-06-06,976,3090
7047,1857,2006,1,2024-04-02,499,3082
7048,1020,2026,3,2024-01-20,4314,3096
7049,1593,2014,4,2024-02-02,3508,3060
7050,2974,2008,3,2024-08-20,732,3091
7051,1228,2024,4,2024-08-23,7672,3080
7052,2370,2086,2,2024-04-09,1352,3074
7053,1019,2039,1,2024-08-01,1438,3034
7054,1444,2049,3,2024-03-17,2814,3033
7055,2701,2085,2,2024-05-14,278,3010
7056,1368,2063,3,2024-05-15,2367,3060
7057,1899,2026,2,2024-06-04,1662,3026
7058,2643,2010,1,2024-06-21,1560,3025
7059,1889,2077,4,2024-04-16,6244,3002
7060,2884,2058,2,2024-07-19,3762,3090
7061,1726,2014,3,2024-08-04,2367,3084
7062,2775,2073,3,2024-04-29,4314,3003
7063,1147,2071,2,2024-07-26,1754,3032
7064,2717,2039,1,2024-03-14,871,3001
7065,2528,2031,1,2024-01-11,1305,3024
7066,1430,2050,4,2024-01-31,4160,3050
7067,1848,2016,4,2024-01-12,3156,3043
7068,2464,2072,3,2024-05-03,2631,3044
7069,1198,2051,3,2024-08-10,3120,3033
7070,1997,2015,4,2024-03-18,5752,3038
7071,2311,2089,4,2024-06-27,1904,3052
7072,1565,2038,4,2024-06-20,2404,3035
7073,1369,2079,2,2024-04-05,3582,3017
7074,2264,2089,4,2024-02-19,2364,3058
7075,1802,2071,2,2024-04-26,384,3048
7076,2311,2090,2,2024-01-17,2474,3043
7077,1700,2072,4,2024-06-11,4160,3048
7078,2419,2082,1,2024-05-08,899,3044
7079,1996,2021,1,2024-06-05,552,3033
7080,1518,2016,3,2024-06-27,2814,3075
7081,2819,2067,4,2024-03-04,5336,3087
7082,1775,2065,3,2024-05-11,3264,3096
7083,1561,2013,4,2024-03-27,5556,3083
7084,2888,2064,3,2024-06-04,4212,3076
7085,2736,2061,2,2024-01-16,488,3092
7086,1060,2032,4,2024-03-03,3156,3002
7087,1545,2012,1,2024-03-16,566,3010
7088,2017,2095,4,2024-06-29,6556,3083
7089,1303,2041,3,2024-03-25,924,3028
7090,2268,2066,3,2024-04-18,636,3047
7091,2708,2008,3,2024-01-17,3690,3008
7092,2231,2059,3,2024-06-16,5028,3023
7093,2399,2025,3,2024-05-20,3450,3048
7094,1283,2005,3,2024-06-28,4056,3094
7095,1478,2045,1,2024-02-27,1204,3092
7096,2046,2002,3,2024-08-11,4785,3063
7097,1559,2042,1,2024-06-13,1197,3077
7098,1349,2038,4,2024-03-19,1904,3037
7099,2513,2003,2,2024-07-22,2582,3012
7100,2968,2046,1,2024-03-01,1126,3074
7101,1670,2022,4,2024-04-22,5408,3081
7102,1258,2033,2,2024-04-30,1256,3065
7103,1655,2032,1,2024-07-25,388,3086
7104,2071,2017,1,2024-02-03,1082,3015
7105,2051,2082,4,2024-03-10,7220,3080
7106,2991,2056,3,2024-01-17,924,3084
7107,2051,2003,1,2024-08-27,408,3010
7108,2421,2070,1,2024-01-20,1791,3042
7109,2975,2049,4,2024-07-19,1088,3026
7110,1145,2055,3,2024-02-28,3096,3049
7111,1587,2077,2,2024-03-09,1346,3023
7112,2723,2031,3,2024-08-02,2307,3064
7113,1522,2081,3,2024-06-09,1164,3017
7114,2145,2021,4,2024-04-11,1904,3034
7115,1801,2016,3,2024-04-29,4653,3057
7116,2486,2017,4,2024-07-24,856,3086
7117,2701,2096,2,2024-05-24,1352,3004
7118,1382,2001,1,2024-02-26,673,3071
7119,1776,2072,1,2024-03-23,1095,3069
7120,1673,2065,4,2024-08-12,3484,3095
7121,2927,2066,4,2024-05-08,6380,3083
7122,2442,2037,3,2024-01-13,1803,3068
7123,1327,2024,3,2024-08-25,5643,3050
7124,2415,2091,1,2024-06-03,1088,3086
7125,2321,2084,1,2024-07-16,388,3067
7126,1630,2062,1,2024-07-05,203,3087
7127,2847,2021,4,2024-01-06,5516,3068
7128,2799,2037,2,2024-04-06,406,3088
7129,1084,2035,2,2024-04-03,758,3059
7130,1146,2038,4,2024-04-19,3596,3078
7131,2195,2053,3,2024-08-14,2232,3063
7132,2358,2015,2,2024-05-30,1346,3067
7133,1424,2042,3,2024-05-17,1164,3085
7134,2333,2094,1,2024-02-20,1197,3026
7135,2550,2004,1,2024-05-26,1881,3001
7136,1661,2039,3,2024-02-20,2019,3094
7137,2905,2079,1,2024-08-07,535,3068
7138,1763,2023,4,2024-03-27,4788,3078
7139,1569,2015,3,2024-03-08,609,3018
7140,1347,2090,3,2024-03-24,4785,3012
7141,2326,2012,3,2024-07-29,1803,3038
7142,2946,2082,2,2024-02-11,544,3042
7143,1347,2070,3,2024-08-06,2166,3036
7144,1408,2082,3,2024-02-26,3990,3016
7145,1133,2054,3,2024-08-13,5802,3065
7146,2706,2088,2,2024-07-14,3762,3067
7147,1614,2038,1,2024-06-14,1791,3039
7148,1988,2028,2,2024-03-02,384,3099
7149,1106,2079,4,2024-01-07,7736,3059
7150,1171,2019,3,2024-04-21,5388,3079
7151,1640,2069,4,2024-07-17,6240,3038
7152,2274,2064,2,2024-06-26,2610,3016
7153,2568,2004,1,2024-06-28,1791,3081
7154,2752,2081,1,2024-01-26,1352,3098
7155,1262,2010,3,2024-06-02,4137,3074
7156,2866,2012,1,2024-01-19,676,3011
7157,1494,2069,2,2024-01-09,1488,3028
7158,2268,2007,2,2024-03-01,2460,3091
7159,2475,2044,1,2024-01-20,1404,3082
7160,1903,2023,3,2024-04-15,3450,3094
7161,2821,2002,3,2024-08-24,4683,3077
7162,1290,2094,2,2024-02-19,2252,3080
7163,2287,2037,1,2024-07-26,628,3002
7164,2873,2069,2,2024-03-21,3122,3020
7165,2869,2020,2,2024-05-29,1472,3076
7166,2338,2090,4,2024-05-20,5944,3093
7167,1085,2044,2,2024-05-19,952,3072
7168,2439,2070,3,2024-01-10,3450,3038
7169,2353,2093,1,2024-03-05,1528,3056
7170,1045,2074,1,2024-08-11,770,3084
7171,1815,2051,4,2024-06-06,4128,3099
7172,1333,2080,4,2024-01-08,976,3039
7173,1465,2098,3,2024-05-28,3660,3031
7174,1200,2031,4,2024-01-22,2404,3080
7175,2225,2100,2,2024-01-18,136,3023
7176,1329,2041,2,2024-07-12,2852,3034
7177,2704,2058,3,2024-06-24,2028,3096
7178,1240,2005,1,2024-06-20,877,3017
7179,2908,2033,3,2024-01-09,2307,3024
7180,1798,2043,4,2024-07-13,5752,3035
7181,1702,2019,1,2024-02-23,1561,3023
7182,1583,2032,1,2024-01-26,1887,3008
7183,1657,2087,1,2024-07-31,203,3054
7184,2383,2003,4,2024-04-03,6688,3087
7185,2925,2001,2,2024-08-07,2176,3021
7186,1721,2100,2,2024-04-09,1060,3019
7187,1360,2041,4,2024-01-26,6112,3031
7188,2402,2092,4,2024-02-03,7184,3050
7189,1385,2048,3,2024-01-08,642,3071
7190,2744,2039,3,2024-05-17,3591,3024
7191,2489,2005,2,2024-02-17,1662,3046
7192,2246,2077,4,2024-07-01,6204,3008
7193,1799,2011,3,2024-04-16,732,3077
7194,2699,2022,4,2024-02-23,6556,3003
7195,1365,2087,4,2024-07-24,7812,3034
7196,1072,2064,2,2024-06-16,1182,3077
7197,2264,2012,2,2024-04-28,1312,3057
7198,1504,2053,4,2024-05-22,7184,3058
7199,2438,2055,1,2024-03-21,673,3096
7200,1127,2053,1,2024-05-25,1095,3035
7201,2511,2021,4,2024-04-05,7184,3021
7202,2621,2019,2,2024-04-11,3056,3065
7203,2551,2069,1,2024-05-30,1126,3066
7204,2272,2088,2,2024-03-02,2660,3057
7205,1482,2094,1,2024-02-15,1791,3042
7206,2336,2072,4,2024-03-27,6100,3043
7207,2468,2066,3,2024-04-08,3711,3026
7208,1283,2059,3,2024-02-08,4137,3067
7209,2026,2049,2,2024-05-22,3768,3088
7210,1074,2098,2,2024-02-22,3344,3026
7211,2088,2059,1,2024-08-03,308,3008
7212,1773,2023,4,2024-07-10,4328,3047
7213,1347,2003,1,2024-07-09,1352,3037
7214,1324,2056,4,2024-08-07,4816,3072
7215,1239,2058,4,2024-03-20,2976,3082
7216,2421,2088,2,2024-01-16,1070,3018
7217,1337,2062,3,2024-04-13,3591,3076
7218,1341,2018,3,2024-08-18,3915,3036
7219,2303,2061,2,2024-03-10,2394,3002
7220,2377,2037,3,2024-07-12,2232,3084
7221,1946,2054,2,2024-05-20,3836,3003
7222,1892,2095,1,2024-04-17,938,3034
7223,2487,2078,4,2024-02-16,4920,3046
7224,1462,2065,3,2024-01-09,3429,3062
7225,2737,2014,3,2024-07-09,2847,3070
7226,2317,2005,1,2024-02-03,656,3057
7227,1798,2095,1,2024-07-27,552,3010
7228,1733,2095,3,2024-08-06,3246,3088
7229,2431,2094,3,2024-06-05,4107,3018
7230,1162,2100,2,2024-06-13,2200,3033
7231,2527,2062,2,2024-06-19,2200,3007
7232,1448,2001,3,2024-03-26,2307,3045
7233,2719,2063,2,2024-04-24,1578,3029
7234,2479,2067,1,2024-03-04,1369,3083
7235,2909,2020,4,2024-05-31,4380,3038
7236,1265,2043,2,2024-07-17,3050,3039
7237,2010,2085,4,2024-02-03,4600,3025
7238,1132,2094,2,2024-06-24,2610,3017
7239,2858,2042,3,2024-01-12,2307,3061
7240,1120,2094,2,2024-05-30,2852,3051
7241,2916,2069,4,2024-07-25,4572,3037
7242,2243,2074,4,2024-04-06,4484,3067
7243,2441,2088,3,2024-04-30,4458,3024
7244,1672,2039,4,2024-05-20,7672,3082
7245,1505,2062,3,2024-03-27,3429,3049
7246,2324,2048,3,2024-04-11,5745,3090
7247,1109,2006,4,2024-04-05,3324,3021
7248,2262,2074,1,2024-06-21,1486,3075
7249,1293,2042,4,2024-04-23,976,3057
7250,1988,2058,4,2024-08-14,7096,3041
7251,2603,2043,2,2024-07-11,1488,3017
7252,1828,2010,4,2024-02-16,7812,3021
7253,1187,2089,2,2024-02-27,3774,3068
7254,2060,2078,2,2024-08-24,1538,3096
7255,2585,2039,4,2024-05-12,3796,3082
7256,1256,2013,3,2024-04-30,1137,3064
7257,2459,2075,1,2024-07-23,1088,3044
7258,2643,2039,4,2024-04-27,2404,3028
7259,2032,2011,4,2024-01-05,4152,3036
7260,1748,2016,3,2024-07-06,5808,3037
7261,2202,2033,2,2024-04-05,2808,3044
7262,2266,2060,3,2024-01-21,2367,3050
7263,1041,2096,3,2024-05-31,4785,3090
7264,2381,2059,2,2024-05-07,1256,3055
7265,1757,2074,4,2024-05-03,6240,3088
7266,1113,2051,3,2024-05-25,5859,3010
7267,2901,2015,3,2024-01-21,4869,3038
7268,1768,2080,4,2024-02-23,612,3049
7269,2190,2043,4,2024-05-17,1904,3072
7270,2528,2027,1,2024-05-31,341,3002
7271,1854,2056,3,2024-04-13,4566,3044
7272,1078,2060,1,2024-04-20,1438,3035
7273,1719,2096,2,2024-07-31,488,3021
7274,2847,2070,4,2024-08-04,1856,3057
7275,1878,2047,4,2024-04-25,7744,3091
7276,2220,2100,1,2024-07-06,1528,3023
7277,1402,2008,3,2024-02-26,4566,3032
7278,1833,2063,2,2024-05-07,544,3090
7279,1064,2089,3,2024-05-30,1164,3071
7280,1652,2007,3,2024-05-29,5859,3033
7281,1886,2081,1,2024-07-14,1150,3017
7282,2449,2094,3,2024-06-10,4278,3072
7283,2066,2002,1,2024-04-29,534,3042
7284,1373,2017,4,2024-03-10,4920,3017
7285,2980,2004,4,2024-06-04,768,3048
7286,1306,2026,4,2024-04-04,2704,3048
7287,1209,2078,2,2024-04-08,2460,3082
7288,1467,2072,2,2024-06-15,1636,3100
7289,1932,2069,3,2024-02-11,2232,3057
7290,2328,2005,1,2024-05-30,153,3061
7291,2991,2005,3,2024-03-10,1638,3044
7292,2609,2091,4,2024-07-26,4380,3023
7293,2416,2069,3,2024-01-02,4989,3076
7294,2177,2003,3,2024-05-31,4989,3087
7295,1647,2038,3,2024-05-24,3450,3053
7296,1362,2094,4,2024-04-18,6556,3033
7297,2288,2001,1,2024-03-05,770,3056
7298,2240,2008,3,2024-03-10,4869,3028
7299,1721,2013,4,2024-03-09,7672,3023
7300,1716,2084,2,2024-04-30,266,3063
7301,2646,2070,1,2024-04-18,1291,3007
7302,1543,2050,4,2024-02-29,1088,3002
7303,2548,2008,3,2024-06-26,1164,3065
7304,2663,2030,4,2024-04-02,4920,3004
7305,2849,2040,1,2024-01-12,769,3008
7306,1194,2079,3,2024-04-12,4314,3049
7307,1652,2074,2,2024-06-23,3278,3029
7308,2051,2033,2,2024-07-13,3102,3082
7309,2070,2073,2,2024-04-21,1132,3055
7310,1647,2052,4,2024-03-05,7536,3037
7311,2853,2033,1,2024-06-03,1953,3095
7312,1954,2073,2,2024-02-17,1202,3006
7313,2082,2078,3,2024-03-28,5016,3024
7314,2037,2096,3,2024-03-02,2307,3079
7315,1949,2037,3,2024-02-13,1428,3040
7316,2636,2070,4,2024-05-26,6204,3012
7317,1961,2069,1,2024-07-05,1121,3064
7318,1049,2004,1,2024-05-15,192,3046
7319,1803,2060,2,2024-02-24,1256,3014
7320,2118,2080,1,2024-04-17,1551,3027
7321,1607,2074,3,2024-02-16,3096,3037
7322,2681,2031,3,2024-01-02,4056,3077
7323,2608,2095,4,2024-08-09,4788,3062
7324,2475,2014,3,2024-08-09,2697,3067
7325,2403,2077,1,2024-04-22,308,3080
7326,1010,2060,3,2024-06-15,2613,3076
7327,1674,2068,2,2024-06-21,3762,3014
7328,1726,2026,4,2024-06-08,612,3098
7329,1516,2024,4,2024-07-11,2544,3095
7330,1224,2056,1,2024-06-14,1522,3039
7331,2405,2009,3,2024-07-23,3690,3005
7332,2565,2035,3,2024-01-11,4278,3076
7333,2326,2079,1,2024-05-17,534,3026
7334,1203,2024,1,2024-04-21,212,3081
7335,1942,2031,2,2024-07-05,998,3053
7336,1589,2083,1,2024-03-30,736,3063
7337,1571,2066,3,2024-02-24,2631,3011
7338,1957,2066,2,2024-05-27,2808,3033
7339,1196,2041,4,2024-07-27,6088,3041
7340,2346,2036,3,2024-01-17,4137,3040
7341,1418,2034,4,2024-03-08,2544,3046
7342,2643,2039,4,2024-05-12,6100,3004
7343,2366,2083,4,2024-07-06,3796,3096
7344,2413,2023,3,2024-05-30,1164,3095
7345,1009,2080,4,2024-06-22,4600,3011
7346,1532,2044,3,2024-02-21,3873,3081
7347,1149,2070,4,2024-05-17,4880,3027
7348,1383,2058,1,2024-06-22,530,3008
7349,2553,2059,1,2024-06-04,938,3021
7350,2036,2026,3,2024-04-06,1656,3097
7351,1476,2022,4,2024-06-19,2976,3005
7352,2618,2088,4,2024-06-02,6244,3062
7353,1579,2040,4,2024-07-01,272,3032
7354,2669,2085,1,2024-02-17,1330,3089
7355,2980,2094,4,2024-01-29,4600,3058
7356,2077,2011,4,2024-01-27,3076,3072
7357,2460,2009,3,2024-05-25,3285,3027
7358,1206,2012,4,2024-04-13,7164,3026
7359,2968,2026,1,2024-02-29,1551,3040
7360,1986,2038,4,2024-07-20,2888,3029
7361,1915,2003,1,2024-04-15,1389,3073
7362,1745,2097,1,2024-03-09,1918,3082
7363,1913,2015,2,2024-07-20,1352,3007
7364,1054,2047,1,2024-04-23,1438,3021
7365,2002,2005,2,2024-01-21,1488,3080
7366,2604,2054,2,2024-05-31,384,3067
7367,2514,2024,4,2024-04-11,5616,3096
7368,2827,2011,2,2024-05-10,3056,3010
7369,1344,2033,3,2024-08-19,5028,3062
7370,2193,2087,1,2024-04-04,1953,3096
7371,2933,2074,3,2024-07-08,5373,3008
7372,2185,2057,2,2024-04-14,3050,3096
7373,2551,2052,4,2024-08-16,2692,3004
7374,1703,2064,1,2024-05-04,1082,3029
7375,1527,2043,3,2024-01-02,3450,3012
7376,2311,2092,4,2024-03-06,2364,3100
7377,2899,2081,2,2024-08-18,1898,3051
7378,1412,2044,4,2024-04-22,4948,3019
7379,2546,2090,3,2024-06-18,4653,3031
7380,1569,2089,4,2024-08-23,3272,3026
7381,1199,2036,3,2024-06-10,2631,3006
7382,2185,2012,4,2024-02-11,7536,3029
7383,1775,2056,1,2024-01-20,1953,3017
7384,1389,2003,4,2024-04-06,2544,3020
7385,1474,2050,1,2024-03-08,676,3042
7386,2405,2029,3,2024-06-21,4785,3047
7387,1765,2088,1,2024-08-23,1150,3074
7388,2655,2083,4,2024-03-15,2184,3070
7389,1592,2077,1,2024-05-04,534,3096
7390,2148,2016,3,2024-06-18,1698,3002
7391,2849,2040,4,2024-02-16,6492,3074
7392,2096,2027,1,2024-01-05,1796,3037
7393,1982,2070,1,2024-08-04,628,3091
7394,1994,2042,2,2024-02-18,3352,3019
7395,1168,2057,1,2024-05-03,1915,3041
7396,1284,2010,2,2024-02-06,3122,3016
7397,2518,2038,3,2024-06-10,4917,3084
7398,2060,2008,2,2024-07-19,1662,3060
7399,1824,2018,3,2024-07-16,1908,3057
7400,2199,2096,1,2024-05-25,1126,3100
7401,2223,2017,1,2024-07-24,1438,3064
7402,2140,2058,2,2024-01-19,544,3005
7403,2960,2066,3,2024-07-24,2307,3018
7404,2339,2044,1,2024-02-09,1881,3072
7405,2963,2084,2,2024-01-17,428,3013
7406,2244,2074,2,2024-07-06,3120,3074
7407,1891,2009,2,2024-04-08,2076,3036
7408,2602,2048,1,2024-04-02,1595,3019
7409,2801,2039,3,2024-02-11,2493,3031
7410,1134,2089,1,2024-07-27,1040,3100
7411,2655,2089,4,2024-05-02,4484,3093
7412,1122,2088,4,2024-04-16,2364,3023
7413,1833,2006,1,2024-03-12,133,3032
7414,2923,2030,3,2024-03-05,1497,3011
7415,2022,2074,2,2024-04-18,1754,3066
7416,2994,2095,4,2024-02-22,7096,3096
7417,2445,2018,4,2024-08-15,812,3005
7418,1895,2043,1,2024-05-14,656,3095
7419,2516,2033,4,2024-08-25,5320,3013
7420,2623,2053,4,2024-05-12,4484,3086
7421,1289,2056,2,2024-01-24,2394,3064
7422,2673,2019,2,2024-01-28,3830,3035
7423,2077,2087,3,2024-03-02,636,3083
7424,2229,2069,4,2024-08-22,3156,3029
7425,2372,2026,3,2024-01-17,2493,3023
7426,2075,2029,3,2024-08-16,609,3083
7427,1839,2024,2,2024-01-20,1876,3080
7428,2946,2006,2,2024-01-03,3582,3095
7429,1912,2054,1,2024-06-13,153,3016
7430,1040,2039,2,2024-08-05,2808,3026
7431,1250,2004,3,2024-05-22,5016,3003
7432,1218,2058,4,2024-02-20,5476,3023
7433,1179,2048,3,2024-06-24,1392,3057
7434,2575,2060,3,2024-05-15,1590,3009
7435,1183,2026,3,2024-05-20,4002,3051
7436,2760,2079,2,2024-06-24,1092,3088
7437,2188,2077,3,2024-01-03,3915,3033
7438,2770,2040,1,2024-07-11,1881,3078
7439,2401,2086,4,2024-03-13,7220,3092
7440,1705,2077,2,2024-06-07,2076,3024
7441,1497,2056,3,2024-04-14,4212,3050
7442,1597,2039,1,2024-04-27,1088,3052
7443,1461,2081,4,2024-06-02,6492,3071
7444,2779,2100,3,2024-07-27,2631,3038
7445,1474,2039,4,2024-07-02,3752,3044
7446,1685,2048,2,2024-02-03,3120,3089
7447,2929,2025,2,2024-05-16,2300,3056
7448,2061,2034,1,2024-03-02,1438,3066
7449,2623,2021,2,2024-04-29,1662,3045
7450,2665,2025,1,2024-04-24,676,3052
7451,2730,2089,3,2024-01-13,2847,3001
7452,1319,2022,4,2024-03-09,5220,3087
7453,2579,2023,2,2024-06-17,776,3082
7454,2436,2025,4,2024-03-17,3156,3064
7455,1356,2078,4,2024-01-01,5164,3008
7456,2695,2078,3,2024-03-29,1224,3098
7457,1617,2026,3,2024-02-16,4653,3043
7458,2989,2030,2,2024-01-04,1060,3008
7459,1229,2090,3,2024-08-15,2493,3029
7460,1729,2038,4,2024-07-09,3796,3013
7461,2288,2086,1,2024-06-28,192,3001
7462,2954,2034,1,2024-01-10,1438,3029
7463,2511,2089,1,2024-01-28,1150,3050
7464,1561,2100,2,2024-04-30,3762,3037
7465,2376,2077,3,2024-05-05,5322,3001
7466,2466,2093,3,2024-05-13,4002,3069
7467,1635,2073,3,2024-06-03,1164,3048
7468,1459,2015,3,2024-05-19,4107,3055
7469,2839,2095,4,2024-03-02,7164,3066
7470,1025,2044,1,2024-06-28,192,3063
7471,2155,2091,4,2024-06-24,6100,3022
7472,2965,2095,2,2024-03-07,3344,3094
7473,1370,2010,1,2024-06-22,736,3011
7474,2460,2037,1,2024-08-12,1369,3029
7475,2248,2007,4,2024-03-14,5220,3003
7476,2012,2032,2,2024-04-04,1592,3045
7477,1611,2011,2,2024-05-22,544,3077
7478,2376,2048,1,2024-07-17,1918,3003
7479,2826,2092,3,2024-02-05,5016,3074
7480,2509,2068,2,2024-05-21,1104,3068
7481,2221,2048,4,2024-04-21,3076,3014
7482,1109,2045,2,2024-07-24,3548,3087
7483,2884,2095,1,2024-05-10,1082,3081
7484,2244,2093,3,2024-04-22,4575,3065
7485,2800,2033,2,2024-04-19,616,3057
7486,2947,2004,1,2024-04-23,1525,3015
7487,1720,2047,2,2024-03-07,278,3060
7488,2343,2090,3,2024-05-05,2307,3054
7489,2106,2053,4,2024-03-26,3796,3002
7490,2561,2031,1,2024-01-19,1438,3082
7491,2722,2031,1,2024-08-14,1639,3064
7492,1432,2027,3,2024-07-22,1497,3086
7493,2921,2089,1,2024-06-30,1204,3028
7494,2032,2048,3,2024-03-09,5808,3094
7495,1636,2036,1,2024-01-10,938,3077
7496,2173,2049,3,2024-08-20,816,3067
7497,2122,2031,2,2024-06-09,2808,3003
7498,2752,2044,2,2024-05-20,1444,3053
7499,2125,2059,2,2024-05-07,1182,3026
7500,2754,2023,1,2024-04-08,499,3004
7501,1367,2099,3,2024-06-27,636,3016
7502,2486,2068,3,2024-02-01,816,3092
7503,1925,2092,4,2024-07-21,5944,3072
7504,1414,2042,2,2024-04-21,2660,3054
7505,2283,2042,4,2024-08-17,5704,3016
7506,2927,2013,2,2024-01-24,3592,3031
7507,1356,2001,4,2024-02-04,2624,3087
7508,1011,2076,2,2024-03-23,1636,3002
7509,2440,2053,3,2024-03-10,4989,3073
7510,2595,2040,2,2024-06-16,1578,3091
7511,2274,2090,1,2024-06-30,1560,3045
7512,2676,2046,2,2024-04-18,2408,3054
7513,2871,2087,2,2024-06-20,776,3059
7514,2574,2022,3,2024-07-08,1428,3059
7515,2146,2052,1,2024-08-21,68,3022
7516,2944,2028,3,2024-04-08,5415,3034
7517,1065,2053,4,2024-07-14,5320,3073
7518,2682,2063,4,2024-02-02,2120,3097
7519,2326,2017,1,2024-07-23,1881,3056
7520,1125,2064,4,2024-02-25,4352,3034
7521,1312,2006,1,2024-06-12,1438,3099
7522,2215,2014,2,2024-06-30,2176,3026
7523,1775,2017,4,2024-08-22,3080,3071
7524,2002,2038,2,2024-05-26,1256,3045
7525,1873,2069,3,2024-06-19,2019,3091
7526,2474,2013,4,2024-01-12,3796,3076
7527,2832,2053,3,2024-01-11,3120,3081
7528,1694,2009,3,2024-03-10,5652,3021
7529,2183,2044,1,2024-05-19,1774,3043
7530,2377,2026,3,2024-08-06,399,3086
7531,2844,2077,1,2024-02-10,1352,3090
7532,1990,2019,1,2024-06-01,899,3039
7533,1799,2048,1,2024-04-15,1100,3013
7534,1674,2081,1,2024-01-03,68,3042
7535,2287,2080,1,2024-01-03,464,3045
7536,2753,2030,2,2024-03-24,406,3087
7537,1912,2032,1,2024-06-04,1676,3051
7538,1406,2078,4,2024-05-30,7184,3094
7539,1996,2079,1,2024-06-24,769,3017
7540,2717,2076,2,2024-07-13,266,3091
7541,2627,2075,4,2024-06-18,7536,3084
7542,2041,2069,4,2024-08-03,6204,3063
7543,1637,2011,2,2024-04-16,2286,3007
7544,2284,2098,4,2024-06-16,2704,3055
7545,2981,2083,2,2024-05-13,816,3004
7546,1890,2026,3,2024-01-20,3711,3031
7547,2379,2026,3,2024-05-18,4584,3094
7548,1489,2017,1,2024-04-05,272,3095
7549,2238,2095,1,2024-05-03,272,3056
7550,1239,2083,1,2024-06-03,139,3004
7551,1180,2044,1,2024-01-21,949,3082
7552,2443,2084,2,2024-08-23,2660,3084
7553,2708,2023,3,2024-08-27,5859,3040
7554,2167,2025,2,2024-04-23,2300,3047
7555,1317,2092,4,2024-01-13,3508,3050
7556,2268,2037,4,2024-03-26,2544,3023
7557,1232,2076,4,2024-02-04,7812,3051
7558,2708,2065,4,2024-02-16,6556,3038
7559,2813,2002,4,2024-08-01,3796,3009
7560,2613,2074,3,2024-06-04,3363,3061
7561,2327,2098,2,2024-05-28,2582,3080
7562,1331,2032,4,2024-08-25,3156,3021
7563,1561,2089,1,2024-05-25,1672,3009
7564,1949,2074,3,2024-06-07,2028,3025
7565,1248,2055,1,2024-07-06,736,3036
7566,1283,2050,3,2024-05-04,3096,3043
7567,2311,2065,3,2024-04-19,2307,3078
7568,1940,2032,1,2024-02-06,153,3081
7569,1032,2037,1,2024-01-21,499,3028
7570,2524,2076,4,2024-01-14,1856,3064
7571,2694,2082,1,2024-08-04,744,3045
7572,1530,2094,2,2024-03-31,2242,3056
7573,1381,2013,3,2024-08-19,3285,3048
7574,1063,2054,3,2024-02-29,1164,3008
7575,1128,2003,4,2024-05-03,7548,3014
7576,2552,2085,3,2024-01-23,4584,3015
7577,1163,2042,1,2024-08-10,1486,3039
7578,1958,2078,3,2024-04-20,5028,3025
7579,2275,2040,3,2024-05-03,3300,3063
7580,2673,2074,1,2024-06-05,534,3059
7581,2854,2066,1,2024-06-23,1438,3075
7582,1295,2060,3,2024-01-30,2631,3029
7583,1179,2011,2,2024-04-24,776,3003
7584,1229,2001,1,2024-03-30,1150,3039
7585,1883,2026,2,2024-07-30,2190,3022
7586,1394,2042,2,2024-02-07,2704,3041
7587,1692,2062,4,2024-03-23,7812,3020
7588,2420,2061,2,2024-01-27,928,3019
7589,1072,2077,4,2024-08-04,2704,3013
7590,1318,2092,2,2024-04-13,406,3091
7591,2923,2100,4,2024-08-17,2624,3019
7592,1595,2085,1,2024-04-25,1791,3080
7593,1379,2062,3,2024-08-02,5745,3066
7594,1907,2074,3,2024-08-08,1698,3065
7595,1136,2012,4,2024-01-15,4400,3003
7596,1730,2027,1,2024-07-05,1121,3024
7597,2645,2067,4,2024-01-03,272,3038
7598,2402,2028,4,2024-01-10,1552,3002
7599,2943,2066,1,2024-07-25,1623,3056
